status,gender,car,realty,children_count,income_amount,income_type,education_type,family_status,housing_type,work_phone,phone,email,occupation_type,family_members,age,working_yr
0.0,F,N,Y,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Nan,2.0,49.0,18.0
0.0,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,46.0,1.0
1.0,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,47.29996345088149,1.5999269017629822
0.0,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,2.0,30.0,7.0
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,37.36035555806413,6.7207111161282596
1.0,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Nan,1.0,34.726399317947035,4.56416040923178
0.0,F,Y,Y,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,48.0,1.0
0.0,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,0,0,0,Core staff,3.0,33.0,8.0
1.0,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,0,1,0,Core staff,1.0,50.94562572294043,0.9728128614702146
1.0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,2.0,46.02038451782721,7.408269669777546
0.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,50.0,13.0
1.0,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,37.835536961380086,7.835536961380086
1.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Nan,2.0,36.0,10.0
1.0,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,45.62098060172617,18.16130746896822
1.0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,47.72052537952132,2.2940338393617603
1.0,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,28.900140965706548,0.0
0.0,M,Y,Y,3,148500.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,5.0,35.0,5.0
0.0,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,56.0,6.0
0.0,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Drivers,2.0,28.0,1.0
0.0,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,4.0,27.0,6.0
0.0,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,0,0,Nan,1.0,39.0,0.0
1.0,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2.0,31.922691408991838,12.864709965735715
0.0,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,27.0,2.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,34.25397574345708,0.2486747521809729
1.0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,4.0,48.0,11.0
0.0,F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Nan,2.0,61.0,14.0
0.0,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,1,Drivers,2.0,41.0,9.0
1.0,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,38.46608770146106,3.2626139102274196
0.0,F,N,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4.0,36.0,8.0
0.0,M,Y,N,0,337500.0,Working,Higher education,Married,House / apartment,1,0,0,Managers,2.0,36.0,6.0
1.0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,37.99137017838608,6.0172596432278445
1.0,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,26.914587102881683,1.5142354828530529
0.0,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,0,0,0,Laborers,3.0,26.0,7.0
0.0,F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,51.0,16.0
0.0,F,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,35.0,3.0
1.0,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,3.0,43.72997181226731,3.496358511321329
0.0,F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,0,1,0,High skill tech staff,1.0,51.0,4.0
1.0,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,30.0,2.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,49.08621533139558,8.310347237541594
0.0,F,N,Y,0,360000.0,Working,Higher education,Separated,House / apartment,0,1,0,Managers,1.0,51.0,23.0
0.0,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,43.0,0.0
0.0,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,48.0,0.0
1.0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,42.0,6.0
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,1.0,46.774793202538554,1.0
0.0,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,0,1,1,Accountants,1.0,38.0,3.0
0.0,F,N,N,0,134419.5,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,Nan,1.0,28.0,1.0
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,F,N,Y,0,94329.47536702202,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,60.62105637116004,2.075788725767992
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.0,8.0
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,29.140057762758115,3.4397689489675436
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,37.152131623651535,8.847868376348465
1.0,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,1.0,52.30651830768155,3.4674084615922416
1.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Nan,2.0,37.14429606137877,4.61856797954041
0.0,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,Nan,4.0,43.0,20.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,30.0,3.0
0.0,M,Y,N,1,171000.0,Working,Higher education,Married,With parents,0,0,0,Nan,3.0,42.0,4.0
0.0,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Cleaning staff,1.0,59.0,3.0
0.0,F,Y,Y,1,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Laborers,3.0,46.0,0.0
1.0,M,N,Y,0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,Laborers,1.0,28.0,1.0
0.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,24.0,3.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,37.0,5.199556442843031
0.0,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,33.0,10.0
0.0,F,N,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,29.0,1.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,55.0,1.0
0.0,F,N,Y,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Sales staff,4.0,30.0,4.0
1.0,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,25.16710984012854,1.80548169331191
1.0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,46.99855267709926,6.0003618307251845
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,33.0,2.6774773800099267
1.0,F,N,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,30.41232950242845,7.900454660190806
0.0,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,1.0,25.0,1.0
0.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,48.0,4.0
0.0,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,35.0,12.0
1.0,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,50.0,10.0
0.0,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,0,0,1,Laborers,2.0,27.0,8.0
0.0,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,3.0,39.0,8.0
1.0,M,N,Y,0,192127.0688425017,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,43.423562808338986,19.372604680564976
0.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2.0,40.0,2.0
1.0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,2.0,52.65786391787187,14.105242611914584
1.0,M,Y,N,2,324917.94131332234,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,32.0,1.7631895668128585
0.0,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,4.0,34.0,13.0
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,32.50186465459506,7.180462069385412
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,48.606395308211965,8.803197654105983
0.0,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,29.0,6.0
0.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Cleaning staff,1.0,59.0,21.0
1.0,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,43.21194931420226,2.0875611873108597
1.0,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Nan,1.0,43.307989692074,3.435996564024667
1.0,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,28.89025558380027,1.4064962774664884
1.0,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,1.0,42.59955211918539,12.399328178778081
0.0,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,0,0,0,Core staff,1.0,50.0,19.0
0.0,M,Y,Y,1,180000.0,Working,Incomplete higher,Married,House / apartment,0,0,1,Laborers,3.0,33.0,5.0
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,26.328840361154466,1.8355798194227675
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,41.0,4.30370519366922
1.0,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,3.0,36.69502087810525,0.44068276718660204
0.0,F,N,N,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Nan,1.0,45.0,7.0
1.0,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,36.58277747003615,2.483444505992771
1.0,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,45.43493530245921,7.5650646975407945
1.0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,2.0,42.34365857966274,6.343658579662735
0.0,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,0,1,1,Core staff,3.0,48.0,1.0
1.0,F,N,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1.0,50.458738108068715,5.729369054034357
1.0,F,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,2.0,28.99753095079422,4.002469049205777
0.0,M,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Nan,1.0,49.0,11.0
0.0,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2.0,59.0,15.0
1.0,F,Y,Y,0,249816.66133821994,Commercial associate,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,47.25740681535777,1.5148136307155398
0.0,M,N,N,1,202500.0,Working,Lower secondary,Civil marriage,House / apartment,1,1,0,Drivers,3.0,39.0,2.0
0.0,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Managers,1.0,64.0,9.0
1.0,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,3.0,30.0,1.0
0.0,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,40.0,2.0
0.0,M,Y,N,0,765000.0,Working,Higher education,Married,House / apartment,0,1,0,Managers,2.0,45.0,3.0
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,F,N,Y,1,202500.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2.0,29.0,3.64311245335928
0.0,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,0,0,0,Nan,1.0,43.0,1.0
0.0,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,57.0,11.0
0.0,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Laborers,3.0,29.0,6.0
0.0,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,54.0,10.0
0.0,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Core staff,2.0,43.0,10.0
1.0,M,Y,N,2,335558.1718935842,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4.0,32.0,3.6547861144149683
1.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,52.27060575012803,9.92472690015363
1.0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,29.0,4.0
0.0,F,Y,Y,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Accountants,1.0,56.0,4.0
1.0,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,37.0,1.0
0.0,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,38.0,14.0
0.0,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,4.0,30.0,2.0
0.0,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,1.0,52.0,32.0
0.0,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1.0,33.0,5.0
1.0,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,37.05291079671793,12.765753306703951
0.0,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,42.0,8.0
0.0,F,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Accountants,3.0,37.0,2.0
1.0,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,30.0,4.0
0.0,M,Y,Y,0,234000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,High skill tech staff,2.0,63.0,14.0
0.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,59.0,3.0
1.0,F,Y,N,2,157860.29370698374,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,24.16013053643721,2.0
0.0,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,46.0,19.0
1.0,F,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,0,1,0,Nan,2.0,30.369846731878013,2.452061307248794
0.0,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,5.0,39.0,18.0
1.0,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2.0,51.0,2.0
0.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Managers,2.0,44.0,26.0
1.0,F,N,Y,0,68763.27913295083,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2.0,38.315627822732225,1.0
0.0,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Low-skill Laborers,2.0,41.0,4.0
0.0,F,Y,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,Core staff,1.0,25.0,3.0
0.0,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,48.0,8.0
1.0,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,42.0,9.167565642267965
0.0,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,1,Medicine staff,2.0,42.0,8.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,55.0,4.0
0.0,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,0,0,1,Managers,2.0,45.0,11.0
0.0,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,High skill tech staff,1.0,32.0,5.0
0.0,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2.0,41.0,5.0
1.0,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,1.0,53.0,0.0
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,33.0,3.0
1.0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,45.0,1.0
1.0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,2.0,45.57790713105607,9.399417910247674
1.0,M,Y,Y,0,215787.87191867072,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2.0,34.32997701540113,13.329977015401129
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,44.43397879639894,0.0
0.0,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,41.0,3.0
0.0,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Managers,3.0,41.0,7.0
1.0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,54.72401548796411,29.34480309759282
1.0,F,N,Y,0,313097.55974376394,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2.0,47.84552900277158,6.42276450138579
1.0,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,46.71300746227784,1.4282518655694585
1.0,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,38.0,14.0
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,44.50832136161235,0.24583931919382218
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,33.54726679426437,3.641800382793093
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,54.75436854160465,1.736894375186063
0.0,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,37.0,19.0
0.0,F,N,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,4.0,32.0,3.0
0.0,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,41.0,2.0
0.0,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,40.0,9.0
1.0,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2.0,41.36685483122491,5.082862921937719
0.0,M,Y,N,1,166500.0,State servant,Secondary / secondary special,Married,With parents,0,1,0,Core staff,3.0,33.0,14.0
1.0,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,1.0,45.77485988797932,0.8534027221808783
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,38.0,2.0
1.0,M,N,N,1,392755.20289892313,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,25.836801932615433,1.092977992512826
1.0,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,37.0,1.0
0.0,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Cleaning staff,1.0,57.0,2.0
0.0,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,4.0,27.0,6.0
0.0,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,42.0,5.0
1.0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,2.0,49.12021190734985,11.74680793823323
1.0,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,4.0,38.24019994114064,4.368139958798447
0.0,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Sales staff,2.0,46.0,0.0
0.0,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,48.0,7.0
1.0,F,N,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,33.0,1.0
0.0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,55.0,4.0
1.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,51.50471427699272,16.36675001526274
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,35.91180857870008,9.252914852779952
0.0,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,48.0,0.0
0.0,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,40.0,7.0
0.0,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,45.0,5.0
1.0,M,Y,Y,1,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,3.0,49.0,1.0
1.0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,4.0,48.21420857314298,11.142805715428654
1.0,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,29.200600343717383,3.0248874355529902
1.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,49.0,9.0
0.0,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,32.0,6.0
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2.0,48.19658063771133,12.0712258163849
1.0,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4.0,43.48747757670152,9.296447791398693
0.0,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,28.0,4.0
0.0,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,39.0,8.0
1.0,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,Laborers,1.0,43.0,1.0
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,37.56371341439076,7.127426828781521
1.0,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,42.726025923817986,4.910961114273017
1.0,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,Laborers,1.0,43.0,1.0
1.0,M,N,Y,1,460766.73363667936,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,2.0,52.239260747481765,4.521478505036473
1.0,F,N,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Managers,1.0,51.72831012933311,8.184930387999328
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,32.06782337197119,3.728706512115245
0.0,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,With parents,0,1,0,Sales staff,3.0,32.0,9.0
0.0,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Cleaning staff,2.0,57.0,3.0
0.0,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Managers,1.0,56.0,13.0
0.0,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Accountants,1.0,37.0,9.0
